met,Ta,Tr,RH,v,thermal_load,PMV,PPD,pmv_factor
0.8,26.0,26.0,50.0,0.2,-17.869338197674615,-1.5147886565098334,51.70406203900284,0.08477027183395952
0.8,26.0,26.0,70.0,0.05,-9.737327967856793,-0.825435938771637,19.371975704140084,0.08477027183395952
0.8,26.0,26.0,70.0,0.1,-10.61018349640922,-0.8994281391988007,22.08184802202814,0.08477027183395952
0.8,26.0,26.0,70.0,0.2,-15.291954074430507,-1.2963031037618988,40.0784015207274,0.08477027183395952
0.8,26.0,30.0,30.0,0.05,-4.121155559858927,-0.3493514770792749,7.539314873951412,0.08477027183395952
0.8,26.0,30.0,30.0,0.1,-4.609096821034207,-0.3907143904281084,8.179886478159858,0.08477027183395952
0.8,26.0,30.0,30.0,0.2,-10.098542097903739,-0.8560561587659837,20.465911455899843,0.08477027183395952
0.8,26.0,30.0,50.0,0.05,-1.5437714366148114,-0.13086592433133978,5.3547846010088875,0.08477027183395952
0.8,26.0,30.0,50.0,0.1,-2.0317126977900912,-0.17222883768017327,5.614838708453803,0.08477027183395952
0.8,26.0,30.0,50.0,0.2,-7.521157974659623,-0.6375706060180487,13.53316919244557,0.08477027183395952
0.8,26.0,30.0,70.0,0.05,1.0336126866293043,0.08761962841659535,5.158976439308233,0.08477027183395952
0.8,26.0,30.0,70.0,0.1,0.5456714254540245,0.046256715067761835,5.044296774915736,0.08477027183395952
0.8,26.0,30.0,70.0,0.2,-4.943773851415507,-0.41908505327011353,8.661505286809984,0.08477027183395952
0.8,26.0,34.0,30.0,0.05,6.975192314626938,0.5912889486050709,12.328616150247683,0.08477027183395952
0.8,26.0,34.0,30.0,0.1,6.975192314626938,0.5912889486050709,12.328616150247683,0.08477027183395952
0.8,26.0,34.0,30.0,0.2,0.6494442136361442,0.05505356253092803,5.062749565514977,0.08477027183395952
0.8,26.0,34.0,50.0,0.05,9.552576437871053,0.8097745013530059,18.827640281246616,0.08477027183395952
0.8,26.0,34.0,50.0,0.1,9.552576437871053,0.8097745013530059,18.827640281246616,0.08477027183395952
0.8,26.0,34.0,50.0,0.2,3.226828336880253,0.27353911527886254,6.553872061524459,0.08477027183395952
0.8,26.0,34.0,70.0,0.05,12.129960561115169,1.028260054100941,27.32458309140678,0.08477027183395952
0.8,26.0,34.0,70.0,0.1,12.129960561115169,1.028260054100941,27.32458309140678,0.08477027183395952
0.8,26.0,34.0,70.0,0.2,5.8042124601243685,0.4920246680267977,10.058381818405906,0.08477027183395952
0.8,28.0,18.0,30.0,0.05,-30.013870596375533,-2.544283969244039,94.31253901832507,0.08477027183395952
0.8,28.0,18.0,30.0,0.1,-31.27182834262124,-2.6509213893489223,96.07737908686907,0.08477027183395952
0.8,28.0,18.0,30.0,0.2,-32.88493612738167,-2.78766497476054,97.69358264874155,0.08477027183395952
0.8,28.0,18.0,50.0,0.05,-27.115174196201146,-2.298560687437136,88.21688270881239,0.08477027183395952
0.8,28.0,18.0,50.0,0.1,-28.373131942446854,-2.4051981075420197,91.23105735328325,0.08477027183395952
0.8,28.0,18.0,50.0,0.2,-29.986239727207284,-2.5419416929536376,94.26821657841859,0.08477027183395952
0.8,28.0,18.0,70.0,0.05,-24.21647779602676,-2.052837405630233,79.0914824409269,0.08477027183395952
0.8,28.0,18.0,70.0,0.1,-25.47443554227248,-2.1594748257351184,83.41379355339382,0.08477027183395952
0.8,28.0,18.0,70.0,0.2,-27.087543327032897,-2.296218411146735,88.14414215411966,0.08477027183395952
0.8,28.0,22.0,30.0,0.05,-19.589807629726643,-1.6606333179469017,59.63430712688594,0.08477027183395952
0.8,28.0,22.0,30.0,0.1,-20.952122295720592,-1.7761171025065987,65.77969539899277,0.08477027183395952
0.8,28.0,22.0,30.0,0.2,-23.31927768085216,-1.9767815079774227,75.7018868909056,0.08477027183395952
0.8,28.0,22.0,50.0,0.05,-16.691111229552256,-1.414910036139999,46.30804709129879,0.08477027183395952
0.8,28.0,22.0,50.0,0.1,-18.053425895546205,-1.5303938206996959,52.55340391117975,0.08477027183395952
0.8,28.0,22.0,50.0,0.2,-20.420581280677773,-1.73105822617052,63.40736288726634,0.08477027183395952
